"id","rpm","motor_power","noise_db","outlet_pressure_bar","air_flow","outlet_temp","wpump_outlet_press","water_flow","gaccz","haccz","bearings","wpump","radiator","exvalve"
"57","499","2746.272879","48.67833425","3.693","303.9285864","88.99127059","2.666186801","58.90322174","3.901913432","3.582051876","Noisy","Ok","Clean","Clean"
"58","493","2774.704208","46.54078969","3.802","303.9231799","90.60034785","1.946573913","58.81583815","4.012488353","3.64687593","Noisy","Ok","Clean","Clean"
"59","515","2948.348929","48.15429659","3.969","303.4367505","93.95435636","2.784105644","58.88393759","4.093369948","3.682947371","Noisy","Ok","Clean","Clean"
"60","482","2944.92615","48.76647821","4.231","303.0072214","92.90351642","2.042007011","58.78690942","4.376255719","3.855997941","Noisy","Ok","Clean","Clean"
"61","501","3029.292703","47.82468403","4.245","302.7244621","95.33539231","2.472940861","58.78293629","4.352265193","3.796611204","Noisy","Ok","Clean","Clean"
"62","493","3038.031736","47.78189119","4.324","302.5420628","94.43035748","2.110530881","58.80764241","4.421176236","3.8482183","Noisy","Ok","Clean","Clean"
"63","489","3131.768772","46.7266056","4.557","302.31443","94.2191745","2.569073622","58.83738514","4.65829993","3.983939282","Noisy","Ok","Clean","Clean"
"64","499","3285.868436","47.03185992","4.779","302.0945663","95.5303199","2.2812865","58.81762533","4.848100083","4.030999931","Noisy","Ok","Clean","Clean"
"65","487","3281.325821","46.49764463","4.889","302.0828651","95.92542177","2.87743405","58.81814754","4.974147933","4.130370565","Noisy","Ok","Clean","Clean"
"66","502","3406.850567","49.51166094","4.993","302.0687204","95.90213272","1.966381211","58.74525373","5.031051956","4.16844515","Noisy","Ok","Clean","Clean"
"67","496","3414.718099","49.62010296","5.064","301.8930974","97.15593886","2.237975042","58.7514599","5.126698184","4.186649108","Noisy","Ok","Clean","Clean"
"68","491","3539.191167","50.06455135","5.364","301.714179","97.2913268","2.220245665","58.69159948","5.451995879","4.365640302","Noisy","Ok","Clean","Clean"
"69","497","3664.09957","48.46102607","5.550","301.2357102","98.71395314","2.857552962","58.58601948","5.65243012","4.450966383","Noisy","Ok","Clean","Clean"
"70","511","3755.938998","49.95342459","5.578","301.155473","100.3991052","2.057892401","58.63484749","5.659319098","4.439535914","Noisy","Ok","Clean","Clean"
"71","494","3792.915861","49.47996807","5.851","300.703402","99.47387857","2.162938846","58.56615241","5.993633766","4.63818779","Noisy","Ok","Clean","Clean"
"72","499","3979.845806","49.16940082","6.164","300.4773044","103.1732692","2.465792833","58.61854167","6.338076233","4.787584189","Noisy","Ok","Clean","Clean"
"73","501","4009.857219","46.30114855","6.197","300.4689772","101.6448512","2.409771537","58.5880892","6.377971692","4.833264877","Noisy","Ok","Clean","Clean"
"74","493","4098.740325","46.00818928","6.486","300.3342935","104.6964598","2.338801396","58.60995624","6.777188588","4.993843125","Noisy","Ok","Clean","Clean"
"75","497","4170.610762","48.53347227","6.568","299.905143","104.7395802","2.168777863","58.52964911","6.898448771","5.061065139","Noisy","Ok","Clean","Clean"
"76","482","4196.665915","48.96047165","6.837","299.7180217","107.6375327","2.272025598","58.5517929","7.273139062","5.269738605","Noisy","Ok","Clean","Clean"
"77","510","4454.067364","48.48895855","6.964","299.5855381","106.4141897","2.756416508","58.63923166","7.399613683","5.302628531","Noisy","Ok","Clean","Clean"
"78","519","4542.387892","48.4668842","7.018","299.3742666","106.7395144","3.053224024","58.6086581","7.456175246","5.321065297","Noisy","Ok","Clean","Clean"
"79","486","4381.766636","47.89269735","7.153","299.127921","108.9782484","3.060099757","58.55412322","7.727407459","5.490713402","Noisy","Ok","Clean","Clean"
"80","512","4621.236783","47.62351857","7.260","298.8812887","107.1143467","2.721779635","58.58610396","7.78731461","5.529373788","Noisy","Ok","Clean","Clean"
"81","497","1403.720659","40.48604549","1.000","307.8577435","88.68448247","2.098258724","53.93549282","2.666957359","2.954840379","Ok","Noisy","Clean","Clean"
"82","493","1532.11625","40.1433144","1.281","307.769319","87.27497524","2.502666806","53.90716044","2.736101034","3.005438077","Ok","Noisy","Clean","Clean"
"83","502","1685.728998","40.22362807","1.563","307.6808946","89.60471894","2.731229807","53.93621606","2.813854606","3.030444809","Ok","Noisy","Clean","Clean"
"84","498","1760.777582","40.32688285","1.726","307.220074","89.59898684","2.076399716","53.85802744","2.838899058","3.084516203","Ok","Noisy","Clean","Clean"
"85","516","1888.250878","41.76093492","1.906","306.7881237","93.26320394","2.472494208","53.7739965","2.883987471","3.060032405","Ok","Noisy","Clean","Clean"
"86","481","1831.904424","40.40056079","1.933","306.6786854","91.19256108","2.621090119","53.88241222","2.975420078","3.111442186","Ok","Noisy","Clean","Clean"
"87","503","1971.024258","41.03769133","2.127","306.4092965","92.42624803","2.809066387","53.76390668","2.987872902","3.150609063","Ok","Noisy","Clean","Clean"
"88","518","2011.502009","40.27284784","2.134","306.0601482","94.82731981","2.25307935","53.81237572","2.963237878","3.089258973","Ok","Noisy","Clean","Clean"
"89","491","2106.787074","41.92570635","2.453","305.6765199","93.68719033","2.640670117","53.78300981","3.184867274","3.237003616","Ok","Noisy","Clean","Clean"
"90","505","2207.704967","41.87636075","2.585","305.5826671","94.95319161","2.017196815","53.69381887","3.20698112","3.212615143","Ok","Noisy","Clean","Clean"
"91","483","2192.022609","41.75026186","2.671","305.1771173","96.90169606","2.628960799","53.64851745","3.301733989","3.293357668","Ok","Noisy","Clean","Clean"
"92","487","2316.47263","41.18627552","2.899","304.7293329","96.13213017","2.05507974","53.69052235","3.446577545","3.377955862","Ok","Noisy","Clean","Clean"
"93","490","2440.36301","42.73225349","3.130","304.6045948","98.40115824","2.805596278","53.65786673","3.567233546","3.401809158","Ok","Noisy","Clean","Clean"
"94","503","2559.553537","41.6820583","3.298","304.1587473","97.24404886","2.800077591","53.58153861","3.636270987","3.473553451","Ok","Noisy","Clean","Clean"
"95","499","2576.72491","42.92636821","3.349","304.1021257","101.2377964","2.712631761","53.7341588","3.675580823","3.501649141","Ok","Noisy","Clean","Clean"
"96","489","2592.328416","39.90321456","3.449","303.7970518","101.3140877","2.276227472","53.71350557","3.751960734","3.510009468","Ok","Noisy","Clean","Clean"
"97","505","2770.172016","40.60649691","3.700","303.431249","103.1701847","2.904062339","53.66943165","3.916307483","3.572650052","Ok","Noisy","Clean","Clean"
"98","502","2848.490641","43.50096873","3.878","303.2071229","100.3466209","2.358701722","53.51035777","4.03388308","3.66502019","Ok","Noisy","Clean","Clean"
"99","503","3017.657248","41.46846862","4.201","302.8420832","103.8683797","2.95616026","53.48638822","4.301922823","3.771671264","Ok","Noisy","Clean","Clean"
"100","483","2993.829726","39.87901657","4.334","302.3441354","105.0432701","2.969527152","53.57034752","4.476739296","3.884026256","Ok","Noisy","Clean","Clean"
"101","512","3282.050838","40.40925179","4.641","302.164371","107.4244623","2.671968991","53.40586122","4.687399304","3.955143565","Ok","Noisy","Clean","Clean"
"102","513","3336.13036","44.29076272","4.742","302.0774826","108.3211542","3.031476805","53.5750907","4.79759977","4.021033309","Ok","Noisy","Clean","Clean"
"103","488","3323.7359","44.43109426","4.961","301.6433222","104.9989395","3.004393678","53.47122865","5.052038767","4.142038083","Ok","Noisy","Clean","Clean"
"104","520","3551.566223","43.08514647","5.095","301.6132782","110.2571427","3.121689404","53.53890689","5.12600467","4.1709502","Ok","Noisy","Clean","Clean"
"105","499","3505.287887","44.24480945","5.221","301.1759193","107.6806551","2.438068886","53.41747917","5.279725726","4.254276837","Ok","Noisy","Clean","Clean"
"106","488","3536.53975","44.62427358","5.402","301.08527","109.5567282","3.026060545","53.43705911","5.475117768","4.370840037","Ok","Noisy","Clean","Clean"
"107","481","3557.239635","43.37417485","5.512","300.8078955","111.2430039","2.173449177","53.48287415","5.638211408","4.45256596","Ok","Noisy","Clean","Clean"
"108","490","3645.42039","42.59701853","5.600","300.3667363","111.5217258","3.109590829","53.4197067","5.732246447","4.477972404","Ok","Noisy","Clean","Clean"
"109","501","3745.865991","42.86409882","5.672","300.1057058","110.2901609","2.703659843","53.46612686","5.752474528","4.510053327","Ok","Noisy","Clean","Clean"
"110","482","3648.11205","45.4742118","5.692","299.7401496","109.1259414","2.453865735","53.49174404","5.849859464","4.558262295","Ok","Noisy","Clean","Clean"
"111","499","3857.604636","45.24719315","5.922","299.5069572","113.8857502","2.40150268","53.40791106","6.095850784","4.646447537","Ok","Noisy","Clean","Clean"
"112","489","3824.213074","44.64169339","5.967","299.1339015","112.2784665","3.08303005","53.40259995","6.152633675","4.722489933","Ok","Noisy","Clean","Clean"
"113","491","3902.189056","43.12530512","6.103","298.6837014","114.4086436","2.487981093","53.3833398","6.290673631","4.769516273","Ok","Noisy","Clean","Clean"
"114","485","3918.023331","40.40157758","6.211","298.2681699","113.1603916","2.54670555","53.56500596","6.447264498","4.85827869","Ok","Noisy","Clean","Clean"
"115","495","4000.189544","41.54309717","6.257","297.871246","115.0761175","2.958065987","53.31820664","6.472411133","4.868251672","Ok","Noisy","Clean","Clean"
"116","519","4296.911056","41.4261797","6.532","297.6181565","116.9496351","3.0058843","53.34311609","6.755135461","5.011625255","Ok","Noisy","Clean","Clean"
"117","518","4429.24074","41.64314009","6.804","297.4897762","116.3706052","2.547260981","53.44646033","7.137761783","5.196627772","Ok","Noisy","Clean","Clean"
"118","487","4345.261628","40.54205902","7.071","297.1844291","118.699553","2.598826384","53.40001392","7.572363861","5.41146008","Ok","Noisy","Clean","Clean"
"119","483","4364.361053","41.65403435","7.172","297.050082","115.7213403","3.262997169","53.17629268","7.748871543","5.501077832","Ok","Noisy","Clean","Clean"
"120","515","4697.884434","44.92597065","7.363","297.002543","120.6429672","2.485366609","53.33543122","7.942011193","5.616768708","Ok","Noisy","Clean","Clean"
"121","510","1410.236643","41.00683547","1.000","269.6263849","96.96318592","2.623326215","45.69109568","2.633752862","2.942446047","Ok","Ok","Dirty","Clean"
"122","495","1430.354301","40.46815243","1.067","269.5761496","93.55116883","2.581862722","45.73592164","2.667291794","2.962103609","Ok","Ok","Dirty","Clean"
"123","483","1508.856559","40.35963397","1.254","269.5259144","97.52109293","2.034126494","45.54314475","2.75377355","3.037134084","Ok","Ok","Dirty","Clean"
"124","517","1718.998582","40.99190386","1.573","268.9835328","101.0700008","2.136515751","45.63211331","2.794185398","2.988530632","Ok","Ok","Dirty","Clean"
"125","480","1795.164275","41.01684352","1.852","268.3278077","100.2801547","2.115460828","45.61762271","2.959265879","3.126603988","Ok","Ok","Dirty","Clean"
"126","513","2003.802022","41.03504825","2.147","267.4934779","99.49871376","2.772488788","45.5624765","3.002224404","3.133456647","Ok","Ok","Dirty","Clean"
"127","492","1975.802785","40.18797138","2.176","267.2759633","103.154526","2.138658696","45.57185356","3.054650552","3.142900683","Ok","Ok","Dirty","Clean"
"128","495","1979.994894","41.79715342","2.179","266.9649979","103.4920773","2.086277664","45.54690146","3.042612788","3.141671511","Ok","Ok","Dirty","Clean"
"129","510","2103.992476","42.19984883","2.356","266.2376301","100.252431","2.498665552","45.51478093","3.067608925","3.157100023","Ok","Ok","Dirty","Clean"
"130","512","2189.250029","40.62453899","2.512","265.9172312","103.9616252","2.250334501","45.75897584","3.139712121","3.205217085","Ok","Ok","Dirty","Clean"
"131","484","2180.58982","39.92663681","2.633","265.5079985","105.3029982","2.360639304","45.61316283","3.278607475","3.27136963","Ok","Ok","Dirty","Clean"
"132","498","2257.793731","42.19664296","2.721","265.1750465","104.0141078","2.096482541","45.61370564","3.317791766","3.295036983","Ok","Ok","Dirty","Clean"
"133","493","2374.572557","41.34233055","2.985","264.2110092","104.9309891","3.137359227","45.53201006","3.450770831","3.366352211","Ok","Ok","Dirty","Clean"
"134","495","2524.393287","41.66958062","3.276","263.2885758","106.3598952","2.344620274","45.34888135","3.651014854","3.463233571","Ok","Ok","Dirty","Clean"
"135","520","2653.800508","40.52751838","3.361","262.4742497","106.8406812","2.15632843","45.3848039","3.665126374","3.436125293","Ok","Ok","Dirty","Clean"
"136","505","2732.347067","41.68433479","3.622","262.1197883","107.6849267","2.583524534","45.53453614","3.861122094","3.53906202","Ok","Ok","Dirty","Clean"
"137","502","2766.999359","42.4830337","3.711","261.2540056","111.0311711","2.821182963","45.26244781","3.914461961","3.57874384","Ok","Ok","Dirty","Clean"
"138","511","2866.827782","41.08139532","3.847","260.8710848","107.4591514","2.823888987","45.43453809","4.014944073","3.634352007","Ok","Ok","Dirty","Clean"
"139","505","2890.286592","43.26776768","3.928","260.7542656","109.3462246","2.108655155","45.49489649","4.060461582","3.650051728","Ok","Ok","Dirty","Clean"
"140","515","2961.40405","42.6503268","4.001","260.1639819","112.4925162","3.10728371","45.36473788","4.099921656","3.702533444","Ok","Ok","Dirty","Clean"
"141","490","2907.728502","40.84379346","4.089","259.797022","108.5266634","2.797055946","45.39337925","4.274878084","3.728584047","Ok","Ok","Dirty","Clean"
"142","491","2981.545272","40.19107383","4.227","259.3432201","109.4778684","2.947173793","45.48073148","4.363689651","3.816109986","Ok","Ok","Dirty","Clean"
"143","491","3035.057001","42.46774174","4.340","258.5436676","110.1358584","2.108680621","45.3560001","4.462324058","3.88411608","Ok","Ok","Dirty","Clean"
"144","485","3156.02758","40.00198339","4.647","258.0110724","114.9983036","2.673392153","45.46216468","4.749702176","4.028355292","Ok","Ok","Dirty","Clean"
"145","518","3466.977352","44.29850935","4.949","257.9360634","116.8160016","2.706693199","45.21200489","4.988220207","4.095169896","Ok","Ok","Dirty","Clean"
"146","511","3566.710509","44.32172753","5.208","256.9685031","115.1770667","3.145034582","45.38192362","5.229880458","4.240157218","Ok","Ok","Dirty","Clean"
"147","509","3701.775671","40.32329917","5.495","256.1651905","117.9026248","3.276355195","45.2230302","5.566223967","4.381499512","Ok","Ok","Dirty","Clean"
"148","494","3738.808842","43.57824535","5.742","255.3457392","121.475895","2.835113351","45.30701002","5.859478803","4.580900499","Ok","Ok","Dirty","Clean"
"149","496","3792.256731","45.57683108","5.826","255.3195488","117.897013","2.56073547","45.20437136","5.952323635","4.621834165","Ok","Ok","Dirty","Clean"
"150","490","3864.919424","42.73491772","6.040","254.648318","121.9823563","2.433801499","45.24118768","6.202713426","4.758682993","Ok","Ok","Dirty","Clean"
"151","489","3924.951589","43.23047528","6.181","253.9695447","123.2327564","3.093403988","45.33222487","6.383073136","4.81190002","Ok","Ok","Dirty","Clean"
"152","518","4172.038351","46.08369935","6.312","253.709474","123.6375391","2.268947792","45.15445099","6.491605158","4.877023777","Ok","Ok","Dirty","Clean"
"153","485","4011.947358","45.53200987","6.407","253.2287953","123.5431707","2.369713367","45.19512666","6.707595969","4.981987907","Ok","Ok","Dirty","Clean"
"154","483","4016.25685","41.44656777","6.442","253.2070753","123.6219963","2.681670551","45.22666303","6.774533755","5.001212387","Ok","Ok","Dirty","Clean"
"155","517","4264.81635","44.41414963","6.499","252.4477249","125.4621407","2.74110435","45.01959491","6.736385298","4.997703746","Ok","Ok","Dirty","Clean"
"156","509","4372.992383","43.0795645","6.822","252.0059727","124.4771554","2.937190444","45.15537704","7.176449375","5.197688231","Ok","Ok","Dirty","Clean"
"157","506","4445.770614","44.74552082","6.996","251.856525","127.0050097","2.984619697","44.97474018","7.456781081","5.352077694","Ok","Ok","Dirty","Clean"
"158","515","4627.731187","42.87821571","7.226","251.6384874","128.304688","3.123722659","45.07413876","7.735191495","5.51258891","Ok","Ok","Dirty","Clean"
"159","481","4437.582756","41.61669811","7.346","251.5736233","126.5999064","3.063524256","45.21646378","7.980727981","5.662674084","Ok","Ok","Dirty","Clean"
"160","481","4512.340891","44.4708685","7.507","251.3338677","125.3819589","2.385317214","45.20742936","8.222820498","5.768994945","Ok","Ok","Dirty","Clean"
"161","518","1419.781506","40.77294024","1.000","99.60713882","79.4166611","2.280742583","59.11290574","2.60971649","2.936242159","Ok","Ok","Clean","Dirty"
"162","506","1540.576766","40.79051991","1.256","99.03483674","80.372805","2.09574597","58.97969373","2.722777042","2.975470273","Ok","Ok","Clean","Dirty"
"163","507","1603.845932","41.42147983","1.383","98.69585652","80.40144623","2.121369732","59.08036234","2.724491461","2.974342959","Ok","Ok","Clean","Dirty"
"164","495","1745.106661","41.47100672","1.695","98.40667839","82.12426858","2.062482185","59.02065159","2.872595224","3.035624965","Ok","Ok","Clean","Dirty"
"165","488","1887.73982","40.30220461","2.019","98.30684937","82.29518822","2.204534837","59.02445027","2.970198638","3.122744152","Ok","Ok","Clean","Dirty"
"166","502","1997.162964","40.03582999","2.172","98.54891266","81.71235151","1.929489827","59.09732896","3.04660934","3.148748683","Ok","Ok","Clean","Dirty"
"167","507","2095.816339","41.22354868","2.352","98.41750347","86.82015441","1.871157681","58.9563873","3.087878951","3.174559916","Ok","Ok","Clean","Dirty"
"168","507","2185.366321","40.99607636","2.533","98.84673859","86.7456392","1.981292369","58.86936765","3.17666441","3.194240795","Ok","Ok","Clean","Dirty"
"169","517","2260.684024","40.52064277","2.629","99.25981425","87.42102587","2.073509877","58.9077758","3.230129544","3.20259603","Ok","Ok","Clean","Dirty"
"170","517","2333.962793","41.42861778","2.769","99.24436396","88.73208063","2.066596856","58.91300762","3.271525535","3.267955706","Ok","Ok","Clean","Dirty"
"171","483","2270.132335","42.19552991","2.830","98.46819653","85.2257707","2.258343305","58.90143581","3.400114145","3.325489685","Ok","Ok","Clean","Dirty"
"172","482","2318.819263","42.51113781","2.935","98.86022393","88.43336253","2.422349831","59.04439073","3.448151874","3.356408053","Ok","Ok","Clean","Dirty"
"173","493","2453.808758","41.46617649","3.143","99.5677139","89.01996116","2.399477179","58.89272447","3.552633761","3.419502579","Ok","Ok","Clean","Dirty"
"174","490","2590.418725","40.47155775","3.438","99.44763898","91.47267819","2.692940735","58.92637209","3.775420116","3.508270601","Ok","Ok","Clean","Dirty"
"175","497","2614.183965","42.59206347","3.443","99.29470237","89.24260026","2.096249447","58.98796716","3.749405316","3.526520989","Ok","Ok","Clean","Dirty"
"176","491","2726.413971","40.72721948","3.714","98.85925719","91.49440297","2.478501082","58.90835337","3.969215892","3.604317723","Ok","Ok","Clean","Dirty"
"177","501","2878.569323","42.14036067","3.944","98.52873802","93.3236351","2.151441179","58.77987462","4.094336811","3.692927737","Ok","Ok","Clean","Dirty"
"178","493","2863.614808","43.47791105","3.978","99.05773457","92.65990563","2.449118881","58.87012893","4.162372309","3.727246818","Ok","Ok","Clean","Dirty"
"179","496","2966.627047","40.06204475","4.156","99.33428876","93.28902574","2.210951547","58.78724283","4.275453366","3.759178228","Ok","Ok","Clean","Dirty"
"180","483","2928.779259","43.39000418","4.193","99.41195408","92.70463269","2.735114908","58.88256133","4.364498538","3.796707245","Ok","Ok","Clean","Dirty"
"181","518","3221.788751","44.35544697","4.476","98.66569811","96.85539526","2.90931698","58.83314209","4.545068946","3.900506677","Ok","Ok","Clean","Dirty"
"182","503","3194.808368","40.31920499","4.562","98.17439437","97.20303324","2.464286532","58.87059372","4.640611719","3.925949609","Ok","Ok","Clean","Dirty"
"183","491","3233.767544","42.88693616","4.739","98.05950002","97.74017635","2.747289691","58.80268495","4.836242017","4.064357499","Ok","Ok","Clean","Dirty"
"184","509","3373.627603","41.6898931","4.852","98.34024813","96.78411728","2.447065613","58.66536757","4.883015988","4.061109749","Ok","Ok","Clean","Dirty"
"185","506","3498.531287","42.23701465","5.130","97.7648741","98.99297381","2.210403903","58.78739291","5.16600449","4.23548249","Ok","Ok","Clean","Dirty"
